ARREST_KEY,ARREST_DATE,PD_CD,PD_DESC,KY_CD,OFNS_DESC,LAW_CODE,LAW_CAT_CD,ARREST_BORO,ARREST_PRECINCT,JURISDICTION_CODE,AGE_GROUP,PERP_SEX,PERP_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
172991315,12/27/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U2,M,K,75,0,25-44,M,WHITE HISPANIC,1014235.0,186632.0,40.67889591900007,-73.89189615299993
173002616,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,81,0,25-44,M,BLACK,1005312.0,190540.0,40.68964821100008,-73.92405412199997
173026241,12/27/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,B,46,0,45-64,M,BLACK,1010372.0,251078.0,40.85579558300003,-73.90557300699999
173026153,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,47,0,18-24,M,BLACK,1027062.0,262581.0,40.88730259600004,-73.84516691
173024186,12/27/2017,494,"STOLEN PROPERTY 2,1,POSSESSION,UNCLASSIFIED",111,POSSESSION OF STOLEN PROPERTY,PL 1654502,F,M,14,1,25-44,M,BLACK,986781.0,212761.0,40.750664208000046,-73.99086657499998
173024165,12/27/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,K,73,0,25-44,F,WHITE HISPANIC,1010236.0,183947.0,40.671538843000064,-73.90632413799993
173022273,12/27/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601502,F,B,52,0,18-24,M,ASIAN / PACIFIC ISLANDER,1015296.0,258825.0,40.877042790000075,-73.88773736299999
173020338,12/27/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND DEG 3RD DEG",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450500,F,M,34,0,25-44,M,WHITE HISPANIC,1002162.0,249364.0,40.851111636000034,-73.93525591199995
173020318,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,75,0,18-24,F,ASIAN / PACIFIC ISLANDER,1020754.0,176733.0,40.65170090400005,-73.86844675099996
173020313,12/27/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,K,62,0,25-44,M,WHITE,989409.0,160348.0,40.606801258000075,-73.98142172499998
173020312,12/27/2017,209,"BURGLARS TOOLS,UNCLASSIFIED",231,BURGLAR'S TOOLS,PL 1403500,M,K,84,0,18-24,M,BLACK,988175.0,190975.0,40.69086637500004,-73.98584805699994
173018830,12/27/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,M,9,2,25-44,M,WHITE HISPANIC,989421.0,202605.0,40.72278734400004,-73.98134610299998
173018825,12/27/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,1,1,45-64,M,BLACK,980772.0,194845.0,40.70148881400007,-74.01254496799999
173012613,12/27/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,K,84,1,25-44,M,BLACK,987772.0,191476.0,40.69224167400005,-73.987300996
173012610,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,42,0,18-24,M,WHITE HISPANIC,1008691.0,238872.0,40.82229848500003,-73.91169413099993
173012609,12/27/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,43,0,25-44,M,BLACK,1017076.0,241640.0,40.82986867200003,-73.88138493399998
173012604,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,B,47,0,25-44,M,BLACK,1026486.0,262591.0,40.88733281800006,-73.84725001299995
173010827,12/27/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553500,F,Q,113,0,25-44,F,BLACK,1045954.0,190567.0,40.68953229400006,-73.77750358199995
173010819,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,K,78,0,45-64,M,BLACK,991221.0,188242.0,40.683363040000074,-73.97486713399996
173008682,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,S,120,0,45-64,M,ASIAN / PACIFIC ISLANDER,965389.0,161891.0,40.61101790300006,-74.06793208499995
173007047,12/27/2017,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1657100,M,M,5,0,45-64,F,ASIAN / PACIFIC ISLANDER,983699.0,201328.0,40.71928378000007,-74.00198917699998
172990897,12/27/2017,939,"LIGHTS,IMPROPER",881,OTHER TRAFFIC INFRACTION,VTL03750XA,I,K,81,0,18-24,M,BLACK,1003577.0,186109.0,40.677490086000034,-73.93032305199995
172992497,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,47,0,25-44,M,BLACK,1021972.0,265517.0,40.89538420400004,-73.86355891299998
173027971,12/27/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,61,2,25-44,F,BLACK,1001791.0,155777.0,40.59423893300004,-73.93684084299997
173026243,12/27/2017,569,"MARIJUANA, SALE 4 & 5",235,DANGEROUS DRUGS,PL 2214000,M,K,67,0,18-24,M,BLACK,999964.0,175043.0,40.647123514000036,-73.94337455299996
173026150,12/27/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,B,46,0,<18,M,WHITE HISPANIC,1011445.0,250115.0,40.85314919700004,-73.90169812799998
173026069,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,25-44,M,UNKNOWN,987220.0,212676.0,40.75043076800005,-73.98928217599996
173026067,12/27/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553004,F,K,70,0,25-44,F,BLACK HISPANIC,994422.0,174527.0,40.64571530400008,-73.96334645099995
173024192,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,M,33,0,25-44,F,BLACK,1001332.0,247249.0,40.84530823000005,-73.93826145499997
173024169,12/27/2017,544,"GAMBLING 2,PROMOTING,UNCLASSIFIED",350,GAMBLING,PL 2250500,M,K,67,0,25-44,M,BLACK HISPANIC,998424.0,174191.0,40.64478755600004,-73.94892587899994
173022305,12/27/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601501,F,S,121,0,25-44,M,BLACK,942825.0,166367.0,40.623226819000074,-74.14922697299994
173022300,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,5,0,<18,M,BLACK,984984.0,200116.0,40.71595711700007,-73.997353676
173020341,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,28,0,25-44,M,WHITE HISPANIC,999800.0,233322.0,40.80708541200005,-73.94383088299998
172998564,12/27/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211002,M,M,25,0,25-44,M,BLACK,1001960.0,235143.0,40.81207948700006,-73.93602361099995
173020316,12/27/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,K,79,0,45-64,M,BLACK,999910.0,192864.0,40.69603826100007,-73.94352774899994
173020314,12/27/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,73,0,25-44,M,BLACK HISPANIC,1008228.0,183789.0,40.67111083400005,-73.91356336299998
173020303,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,48,0,25-44,M,BLACK HISPANIC,1011811.0,246833.0,40.844139945000045,-73.90038861799998
173020302,12/27/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1601503,F,B,52,0,18-24,M,ASIAN / PACIFIC ISLANDER,1015070.0,258155.0,40.87520464000005,-73.88855767199995
173020301,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,47,0,25-44,M,BLACK,1023885.0,260810.0,40.88245660200005,-73.85666735599993
173018837,12/27/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,10,0,18-24,M,WHITE HISPANIC,984686.0,209908.0,40.74283378800004,-73.99842802399996
172984954,12/27/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,S,120,0,25-44,M,ASIAN / PACIFIC ISLANDER,960357.0,172985.0,40.641456454000036,-74.08609482999998
173018827,12/27/2017,847,"NY STATE LAWS,UNCLASSIFIED FELONY",125,OTHER STATE LAWS,VTL0511003,F,M,33,0,18-24,M,WHITE HISPANIC,1001332.0,247249.0,40.84530823000005,-73.93826145499997
173014676,12/27/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,M,14,0,25-44,M,BLACK,985927.0,213077.0,40.75153175200006,-73.99394874899998
172986599,12/27/2017,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,Q,103,0,45-64,M,BLACK,1042057.0,191941.0,40.69332990800007,-73.79154389299998
173026166,12/27/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,M,19,0,18-24,F,BLACK,993570.0,216847.0,40.76187469000007,-73.96635808399996
173020333,12/27/2017,661,"LEWDNESS,PUBLIC",361,OFF. AGNST PUB ORD SENSBLTY & RGHTS TO PRIV,PL 2450000,M,M,32,2,25-44,M,BLACK,1001752.0,241629.0,40.82988213900006,-73.93675809999998
172992501,12/27/2017,106,"ASSAULT 2,1,PEACE OFFICER",106,FELONY ASSAULT,PL 12005A3,F,M,32,2,25-44,M,BLACK,1000126.0,238706.0,40.821862408000065,-73.942640554
173020332,12/27/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,M,32,0,18-24,M,BLACK,1000708.0,238852.0,40.82226207200006,-73.94053739799993
172992506,12/27/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,Q,106,1,25-44,M,WHITE HISPANIC,1027615.0,187224.0,40.680465388000066,-73.84365335199995
172993864,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,61,0,25-44,M,WHITE,995118.0,155709.0,40.59406298000005,-73.96086869299995
172993880,12/27/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,S,120,0,25-44,M,BLACK HISPANIC,962822.0,174282.0,40.645022746000045,-74.077216847
172995159,12/27/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OF,PL 145004A,M,K,75,0,18-24,M,WHITE HISPANIC,1017119.0,183909.0,40.67141166300007,-73.88151172399995
172998567,12/27/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,14,1,25-44,M,BLACK,989284.0,211217.0,40.74642524500007,-73.98183391399994
172998570,12/27/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,14,1,18-24,M,BLACK,989284.0,211217.0,40.74642524500007,-73.98183391399994
173000682,12/27/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450001,M,S,123,0,25-44,M,WHITE HISPANIC,914928.0,125757.0,40.51158633800003,-74.24930372699998
173002628,12/27/2017,744,BAIL JUMPING 3,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155500,M,Q,102,0,25-44,M,BLACK,1032428.0,198872.0,40.71241149700006,-73.82621729999995
173007028,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,40,2,25-44,M,WHITE HISPANIC,1004904.0,234287.0,40.80972361300008,-73.92539097199995
173007043,12/27/2017,939,"LIGHTS,IMPROPER",881,OTHER TRAFFIC INFRACTION,VTL03750XA,I,K,75,0,18-24,M,BLACK,1020465.0,184548.0,40.67315251900004,-73.86944628599997
173007050,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL05110A4,M,Q,103,0,25-44,M,BLACK,1040339.0,195947.0,40.70433647000005,-73.79770578099993
173012608,12/27/2017,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1657100,M,B,44,0,25-44,M,BLACK,1004749.0,240880.0,40.827819901000055,-73.92593075599996
173014667,12/27/2017,969,"TRAFFIC,UNCLASSIFIED INFRACTION",881,OTHER TRAFFIC INFRACTION,VTL051101A,M,M,30,0,25-44,M,BLACK HISPANIC,999737.0,239859.0,40.82502775700004,-73.94404337299993
173018806,12/27/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553001,F,K,84,0,<18,M,BLACK,988897.0,192615.0,40.69536744700008,-73.98324342499996
173018817,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,68,0,25-44,F,WHITE HISPANIC,976480.0,166502.0,40.62369081100008,-74.02799154099996
173018836,12/27/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,1,1,45-64,M,BLACK,980772.0,194845.0,40.70148881400007,-74.01254496799999
173020328,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,9,0,25-44,M,WHITE HISPANIC,987633.0,203880.0,40.72628777500006,-73.98779600499995
173020331,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,9,0,25-44,M,WHITE HISPANIC,987633.0,203880.0,40.72628777500006,-73.98779600499995
173026536,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,107,0,25-44,F,WHITE HISPANIC,1043480.0,208981.0,40.74009108400003,-73.78626250799994
173026246,12/27/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650206,F,M,34,0,25-44,M,WHITE HISPANIC,1004056.0,254964.0,40.86647790800004,-73.92839322799993
172990900,12/27/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,K,72,0,25-44,M,WHITE,984146.0,174025.0,40.64434326100008,-74.00037620099994
172990199,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,24,0,18-24,M,WHITE HISPANIC,993575.0,228739.0,40.794515091000044,-73.96632353299998
172998559,12/27/2017,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,K,67,0,25-44,M,BLACK,1000207.0,172074.0,40.638973813000064,-73.94250590199994
172998580,12/27/2017,639,AGGRAVATED HARASSMENT 2,361,OFF. AGNST PUB ORD SENSBLTY &,PL 24030M1,M,Q,110,0,45-64,M,BLACK,1020237.0,210724.0,40.74500029700005,-73.87012832399995
173000658,12/27/2017,259,"MISCHIEF,CRIMINAL     UNCLASSIFIED 4TH DEG",351,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450003,M,K,68,0,25-44,M,WHITE,978016.0,171958.0,40.638667594000026,-74.02246340399995
173000680,12/27/2017,748,"CONTEMPT,CRIMINAL",359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2155002,M,Q,113,0,25-44,M,BLACK,1043045.0,190244.0,40.688665538000066,-73.78799589499994
173000683,12/27/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,S,123,0,45-64,M,BLACK,914928.0,125757.0,40.51158633800003,-74.24930372699998
173002598,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,B,44,0,45-64,M,BLACK,1006537.0,244511.0,40.83778161800007,-73.91945797099999
173002627,12/27/2017,905,"INTOXICATED DRIVING,ALCOHOL",347,INTOXICATED & IMPAIRED DRIVING,VTL11920U3,M,Q,107,0,45-64,F,WHITE,1036658.0,205330.0,40.73011306700005,-73.81090891499997
173007033,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL05110A4,M,B,43,0,25-44,M,BLACK,1022662.0,240274.0,40.82609687000007,-73.86120781399995
173007046,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,9,0,45-64,M,WHITE HISPANIC,986387.0,204822.0,40.72887372400004,-73.99229111899997
173008668,12/27/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 215510D,F,K,78,0,25-44,M,BLACK,991360.0,187427.0,40.68112594000007,-73.97436682299997
173008681,12/27/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,Q,102,0,45-64,M,ASIAN / PACIFIC ISLANDER,1030954.0,193887.0,40.698736773000064,-73.83156876499999
173010808,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEANOR",348,VEHICLE AND TRAFFIC LAWS,VTL05110A1,M,B,43,0,25-44,M,BLACK,1017628.0,238570.0,40.821440333000055,-73.87940555899996
173010823,12/27/2017,494,"STOLEN PROPERTY 2,1,POSSESSION,UNCLASSIFIED",111,POSSESSION OF STOLEN PROPERTY,PL 1654501,F,M,1,1,25-44,M,BLACK,980772.0,194845.0,40.70148881400007,-74.01254496799999
173012621,12/27/2017,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,DANGEROUS DRUGS,PL 2200601,F,K,61,0,25-44,M,WHITE,1001352.0,156950.0,40.59745944000008,-73.938418599
173012622,12/27/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,K,73,0,18-24,F,BLACK,1008276.0,183623.0,40.670655072000045,-73.91339091999998
173012627,12/27/2017,478,"THEFT OF SERVICES, UNCLASSIFIED",343,OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,M,30,1,25-44,M,WHITE HISPANIC,999539.0,239499.0,40.82404000400004,-73.94475961199998
173012634,12/27/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1704001,F,Q,103,0,25-44,M,ASIAN / PACIFIC ISLANDER,1053226.0,197065.0,40.70731403600007,-73.75121513399995
173012636,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,108,0,45-64,M,WHITE HISPANIC,996644.0,209958.0,40.74296235400004,-73.95527424799997
173012637,12/27/2017,439,"LARCENY,GRAND FROM OPEN AREAS,UNCLASSIFIED",109,GRAND LARCENY,PL 1553500,F,Q,104,0,25-44,M,WHITE,1013787.0,195967.0,40.70451983100002,-73.89347040299998
173014665,12/27/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200512,F,M,33,0,25-44,M,WHITE HISPANIC,999702.0,244380.0,40.83743666500004,-73.94415942299997
172998561,12/27/2017,681,"CHILD, ENDANGERING WELFARE",233,SEX CRIMES,PL 2601001,M,K,73,0,18-24,M,BLACK,1008276.0,183623.0,40.670655072000045,-73.91339091999998
172995163,12/27/2017,792,WEAPONS POSSESSION 1 & 2,118,DANGEROUS WEAPONS,PL 265031B,F,K,67,0,45-64,M,BLACK,1002429.0,177394.0,40.65357178100004,-73.93448535899995
173014682,12/27/2017,117,RECKLESS ENDANGERMENT 1,126,MISCELLANEOUS PENAL LAW,PL 1202500,F,Q,102,0,25-44,M,WHITE HISPANIC,1031076.0,193779.0,40.69843969400005,-73.83112953899997
172993878,12/27/2017,705,"FORGERY,ETC.-MISD.",358,OFFENSES INVOLVING FRAUD,PL 1702000,M,Q,113,0,25-44,M,BLACK,1041916.0,187261.0,40.68048533300004,-73.79209240399997
173027990,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,Q,105,0,25-44,M,BLACK,1055127.0,174565.0,40.64554184200006,-73.74459516099995
173026253,12/27/2017,503,"CONTROLLED SUBSTANCE,INTENT TO SELL 3",117,DANGEROUS DRUGS,PL 2201601,F,Q,100,0,25-44,M,BLACK,1036867.0,153432.0,40.587663570000075,-73.81055977899997
173026238,12/27/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,B,40,0,25-44,M,WHITE HISPANIC,1006611.0,233503.0,40.80756759500007,-73.91922722299995
173026152,12/27/2017,750,RESISTING ARREST,359,OFFENSES AGAINST PUBLIC ADMINISTRATION,PL 2053000,M,B,46,0,18-24,M,WHITE HISPANIC,1011445.0,250115.0,40.85314919700004,-73.90169812799998
173026149,12/27/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,B,48,0,25-44,M,WHITE HISPANIC,1017881.0,245845.0,40.84140714500006,-73.87845499199994
173024203,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,S,123,0,45-64,F,WHITE,925736.0,125786.0,40.51174378700006,-74.21043539499993
173024194,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,M,14,0,18-24,F,BLACK HISPANIC,987220.0,212676.0,40.75043076800005,-73.98928217599996
173024155,12/27/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,B,44,0,18-24,M,WHITE HISPANIC,1007821.0,243863.0,40.83599971300004,-73.91481997399995
173022296,12/27/2017,409,"LARCENY,GRAND BY EXTORTION",109,GRAND LARCENY,PL 1553006,F,M,18,0,18-24,M,WHITE HISPANIC,988099.0,217000.0,40.76229871000004,-73.98610722999997
172986603,12/27/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,S,123,0,25-44,M,WHITE,916053.0,125012.0,40.509550173000044,-74.24525041599996
172990183,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,B,42,0,45-64,M,BLACK HISPANIC,1008689.0,240864.0,40.82776596300005,-73.91169410199996
172990188,12/27/2017,510,"CONTROLLED SUBSTANCE, INTENT TO SELL 5",117,DANGEROUS DRUGS,PL 2200601,F,B,42,2,25-44,M,BLACK,1012274.0,242770.0,40.832986738000045,-73.89873218899999
172990193,12/27/2017,793,WEAPONS POSSESSION 3,118,DANGEROUS WEAPONS,PL 2650201,F,K,75,0,25-44,M,BLACK,1018956.0,187342.0,40.68082745600003,-73.874871839
172990197,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,M,6,0,25-44,M,BLACK,983944.0,208570.0,40.739161316000036,-74.00110567199994
172990201,12/27/2017,114,OBSTR BREATH/CIRCUL,344,ASSAULT 3 & RELATED OFFENSES,PL 1211100,M,Q,105,0,45-64,M,ASIAN / PACIFIC ISLANDER,1054018.0,186002.0,40.67694256600004,-73.74847309799998
172990898,12/27/2017,494,"STOLEN PROPERTY 2,1,POSSESSION,UNCLASSIFIED",111,POSSESSION OF STOLEN PROPERTY,PL 1655200,F,K,68,0,25-44,M,ASIAN / PACIFIC ISLANDER,981690.0,169033.0,40.63064091300004,-74.00922436599996
172993855,12/27/2017,397,"ROBBERY,UNCLASSIFIED,OPEN AREAS",105,ROBBERY,PL 1600500,F,B,48,0,25-44,M,BLACK HISPANIC,1011811.0,246833.0,40.844139945000045,-73.90038861799998
172993861,12/27/2017,113,"MENACING,UNCLASSIFIED",344,ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,K,60,0,45-64,F,WHITE HISPANIC,983502.0,149474.0,40.576955772000076,-74.00269409599997
172993868,12/27/2017,782,"WEAPONS, POSSESSION, ETC",236,DANGEROUS WEAPONS,PL 2650101,M,M,13,1,18-24,M,BLACK,988886.0,207857.0,40.737203099000055,-73.98327259799999
173014674,12/27/2017,729,"FORGERY,ETC.,UNCLASSIFIED-FELONY",113,FORGERY,PL 1702500,F,M,18,1,45-64,M,BLACK,988757.0,216332.0,40.760464910000046,-73.98373241099996
173014684,12/27/2017,339,"LARCENY,PETIT FROM OPEN AREAS,UNCLASSIFIED",341,PETIT LARCENY,PL 1552500,M,Q,114,0,25-44,F,WHITE HISPANIC,1009044.0,222000.0,40.77598847900003,-73.91048100999996
172991897,12/27/2017,779,"PUBLIC ADMINISTRATION,UNCLASSIFIED FELONY",126,MISCELLANEOUS PENAL LAW,PL 2155100,F,K,69,0,45-64,M,WHITE HISPANIC,1014599.0,170521.0,40.63467354100004,-73.89065632499995
173014658,12/27/2017,101,ASSAULT 3,344,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,K,71,0,25-44,M,BLACK,999005.0,181250.0,40.66416202000005,-73.94681681999998
173014649,12/27/2017,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",121,CRIMINAL MISCHIEF & RELATED OFFENSES,PL 1450502,F,K,75,0,18-24,F,WHITE HISPANIC,1017717.0,180578.0,40.662266576000036,-73.87937252699999
173014644,12/27/2017,515,"CONTROLLED SUBSTANCE,SALE 3",117,DANGEROUS DRUGS,PL 2203901,F,B,52,0,18-24,M,WHITE HISPANIC,1010728.0,252491.0,40.85967278300007,-73.90428052199997
173012642,12/27/2017,567,"MARIJUANA, POSSESSION 4 & 5",235,DANGEROUS DRUGS,PL 2211001,M,S,120,0,18-24,M,BLACK,961508.0,172432.0,40.63994161800008,-74.08194558199995
173012640,12/27/2017,511,"CONTROLLED SUBSTANCE, POSSESSION 7",235,DANGEROUS DRUGS,PL 2200300,M,Q,113,0,45-64,F,BLACK,1042471.0,186932.0,40.67957867200005,-73.79009425699996
173012620,12/27/2017,109,"ASSAULT 2,1,UNCLASSIFIED",106,FELONY ASSAULT,PL 1200502,F,K,73,0,18-24,F,BLACK,1008228.0,183789.0,40.67111083400005,-73.91356336299998
173012616,12/27/2017,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,VEHICLE AND TRAFFIC LAWS,VTL0511001,M,K,72,0,25-44,M,WHITE HISPANIC,984478.0,179496.0,40.65935996600007,-73.99917967399993
